comment,overall_satisfaction,recommend,product_quality,repurchase_intent,support_rating
@ShashiTharoor @RishiSunak @ShashiTharoor is fighting case for Italian clown prince to become PM of India,2,no,2,2,2
"@Nidhi Why have u not tagged him , is it because he is a conservative

@RishiSunak 

#RishiSunak",3,yes,3,3,3
"@pieman80 @Conservatives @RishiSunak All a sham , it's who they always wanted , Truss was set up ? 🤔",3,yes,3,3,3
@DehennaDavison @RishiSunak What are you guys on? you created this mess? blame yourselves for once not others.,2,no,2,2,2
"Rishi Sunak becomes UK PM.
Colonialism right back at ya😉
#RishiSunakPM",3,yes,3,3,3
"#RishiSunak most likely to be the next #UK Prime Minister. 

All eyes shall be on him for his economic revival plan.",3,yes,3,3,3
@trussliz @RishiSunak Last thing he needs,3,yes,3,3,3
"@JeromeMayhew @RishiSunak What about Fracking? Are you still going back on your 2019 manifesto pledge, or is this in the bin now, even though you put your name to it?",3,yes,3,3,3
"@piersmorgan @RishiSunak MP's forget that they work for the British people. We pay their salaries. An ex cabinet member (coward in hiding as no name) said we are not asking the members again. Hence the Brady stitch up of 100 votes so they could insert ""their man"" (not the peoples) - members wont vote him",1,no,1,1,1
@Jacob_Rees_Mogg @RishiSunak BUST BUST BUST BUST BUST,3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak Not what you said in july,3,yes,3,3,3
@Douglas4Moray @RishiSunak It’s a sad day for democracy. I will no longer be voting Conservative.,1,no,1,1,1
"""British PM""
Dear @RishiSunak 
We are proud of you as we believe that every #Indian that you will work as a greatest #PM for #UK",5,yes,5,5,5
@Jacob_Rees_Mogg @RishiSunak It is time for a #GeneralElectionN0W,3,yes,3,3,3
"@MattHancock the reason @RishiSunak did not want to give Handcock a hug was incase he grabbed his arse 
#ToryLeadershipFarce",4,yes,4,4,4
"A brief Googling suggests Rishi Sunak, Emmanuel Macron, Olof Scholz, Vladimir Putin and Volodymyr Zelensky are all 5'7, it's an unprecedented consolidation of European power in the hands of short kings",3,yes,3,3,3
"@ShashiTharoor @RishiSunak Looks like you suffer from amnesia. Find out who were they and what post they held ? ⚠️
Fakhruddin Ali Ahmed, Giani Zail Singh, APJ Abdul Kalam, Man Mohan Singh. 
Why do you underestimate India ?",2,no,2,2,2
@Kimmu14 @RishiSunak I blame the vaccine.,2,no,2,2,2
"From British India to Indian Britain:
Incoming Hindo Indo-British @RishiSunak,42,first non-European,non-Chrisitian UK PM, to re-appoint dumped predecessor @trussliz Foreign Secretary @FCDOGovUK.
@10DowningStreet #RishiSuna",2,no,2,2,2
"@Iromg Gotta get behind @RishiSunak Support him, call off the dogs. 1st Hindu PM, first 'brown' person, 1st TRILLIONAIRE, I mean, I can live with all that.  He's gonna do good.  Stand back and watch.",5,yes,5,5,5
@RishiSunak While others suffered during the Plandemic were you not one of the MPs partying with Boris?,3,yes,3,3,3
"@NotreRene @ChelmoHammer75 @trussliz @RishiSunak Wow, they must be worried. The amount of torn up membership cards I’ve seen on here and the irate phone calls in to radio shows I’ve heard has been huge.",2,no,2,2,2
"@BBCLookNorth Only thing Rishi Sunak is bringing to Yorkshire is more deprivation as he moves money from the deprived northern towns down to Tunbridge Wells etc, just as he promised the Conservative Party members during the summer. Some of us don't forget Tory lies.",4,yes,4,4,4
@Conservatives @RishiSunak “Elected”,3,yes,3,3,3
@CharlesRapson @___Mezzala @RishiSunak Money gets you into the club whatever your colour.,3,yes,3,3,3
"@LBC @SangitaMyska The caller who stated Rishi Sunak was not British, must be having a right fit today,😂😂😂",5,yes,5,5,5
"@Conservatives @RishiSunak Elected?

I don't remember getting a vote about this.",3,yes,3,3,3
"#RishiSunak 
#BorisJohnson 
Diwali is celebrated to represents symbolic victory of light over darkness, knowledge over ignorance, and good over evil.",2,no,2,2,2
@MarsPioneer @GoodLawProject @RishiSunak He’s a criminal #GeneralElectionN0W,2,no,2,2,2
@Conservatives @RishiSunak The day democracy died.,2,no,2,2,2
@piersmorgan @RishiSunak Now let him do the Wright thing and call a general election and let the real people diced if they want him. Probably won’t ?,3,yes,3,3,3
Britain creates a history with #RishiSunak being the next Prime minister. Many congratulations to the leader @RishiSunak. The road ahead is full of challenges but you shall overcome! #RishiSunak #BorisJohnson #uk,4,yes,4,4,4
@UkPolitoons @deejayhome @pritipatel @RishiSunak I will not support Sunak either. I’m joining the Reform party. @RishiSunak,3,yes,3,3,3
"Congratulations to @RishiSunak.  May he return no 10 to  honest politics. It’s not ok for a PM to make any claim to deal with the moment,  irrespective of truth.",5,yes,5,5,5
@Jacob_Rees_Mogg @RishiSunak You really are a pathetic little man.,1,no,1,1,1
"@Gasifier16 @RishiSunak @Conservatives I was proud of my vote for Truss, the fact that Tory MPs can selectively unite for one versus the other because they think one choice is a moneymaker - is distorting democracy",4,yes,4,4,4
"Urgent: #RishiSunak to be #UK's new PM
#AFP
#Sharjah24",4,yes,4,4,4
Oh well. I was an erstwhile socialist but voted #Conservative for the 1st time in 2019. But I won’t be voting for #RishiSunak &amp; I don’t think I’m alone. I don’t think he can win an election #BringBackBoris,5,yes,5,5,5
"@Nigel_Farage Only #RishiSunak can change Britain future now, but You don't want him",3,yes,3,3,3
"@RishiSunak 

Congratulations UK PM",4,yes,4,4,4
"Don't worry what colour or religion @RishiSunak is he will treat all of you with the contempt, ignorance and bile a @Conservatives PM usually does",2,no,2,2,2
@Granval04 @Ianblackford_MP @RishiSunak Never got it the last time did he?,3,yes,3,3,3
"@MichealMartinTD @RishiSunak It's issues facing irish people whom you work for,  that you should be working on.",3,yes,3,3,3
@RishiSunak How can you praise him when you couldn't resist stabbing him in the back time after time? After a whole year you've got exactly what you wanted.,4,yes,4,4,4
@MPIainDS @RishiSunak Decide what you want. He’ll never be my PM nor will I ever vote Tory again.,3,yes,3,3,3
@RoyalFamily I WILL NOT BE  RULED BY NO FOREN POWER MAKEING @RishiSunak   PM IS AGANST  EVERYTHING THE UNITED KINGDOM HAS EVER BEEN ABOUT MOCKING OUR CONSTITUTION. WHEN YOU WAS PROUD. USEING IT JUST A FUE WEEK AGO @churchofengland IS HE GOING SWEAR HIS OATH TO GOD @JustinWelby.,4,yes,4,4,4
"@SimonClarkeMP She just stole all the sensible ideas from @RishiSunak after crashing the #economy
@Conservatives don’t forgive those crash economies or do they 🤔

Why not make #RishiSunak the PM

@ConHome @ScotTories @DavidDavisMP @grantshapps #liztrussout",3,yes,3,3,3
@Telegraph This lady is not white british either and labour. Deleted tweet. @RishiSunak this will happen  His wife is a  millionare.  Just grow up!,3,yes,3,3,3
"@lynnesandgate @RishiSunak Don't care, she doesn't deserve it",2,no,2,2,2
@piersmorgan @RishiSunak Proud moments for Indians,4,yes,4,4,4
"@RishiSunak You might gain a little more credibility, if you just STOPPED sticking your tongue into BoJo's ring.
It's old rhetoric, you haven't moved on.

#ToriesOut

#GeneralElectionNow",3,yes,3,3,3
Congratulations #RishiSunak,4,yes,4,4,4
"@ShashiTharoor @RishiSunak Mr. Tharoor seems to be having a very weak memory. A member of visible minority who was born and brought up in Italy, had the opportunity to be the Prime Minister of India in 2004. But the said person did not have the courage and refused. So, yes Mr. Tharoor, it can happen here.",2,no,2,2,2
GREAT BROWNTAIN #RishiSunak,5,yes,5,5,5
"Heard on @TimesRadio the pound has dropped but the markets HAVE warned it depends on @RishiSunak policy's if they stabilise. In other words we're being black mailed by the banks, they want reversal of brexit, high taxation &amp; we bailed out the banks and this is they're thanks",4,yes,4,4,4
@itvpeston @Peston @AnushkaAsthana @sajidjavid @RishiSunak @Conservatives @ITV When are you going to feature parties like Lib Dems and Greens? Breadth of political opinion makes debate more interesting.,5,yes,5,5,5
@pritipatel @RishiSunak More faces than than Big Ben,3,yes,3,3,3
"Indians over my social media are feeling proud that Rishi Sunak is the UK’s first ever Prime Minister of colour, I just can’t get on board tbh. We need a general election, not another Conservative that the public didn’t vote for!",4,yes,4,4,4
Today on Rishi Sunak,3,yes,3,3,3
@Black_Author @StaffordCalling @danwootton @Conservatives @Jeremy_Hunt @grantshapps @RishiSunak @reformparty_uk @UKIP @GLAConservative The back stabbers by the   OJays the new conservative party song . For the General Election .,4,yes,4,4,4
@Conservatives @RishiSunak Conservatives finished. I will no longer be voting tory.,2,no,2,2,2
@WattdeFook @LordLindley @NileGardiner @FJEB88 @RishiSunak @Conservatives @wef Not appointed....anointed.,3,yes,3,3,3
"#rishisunak
#liztruss
#downingstreet
there wouldn't have been boozy parties under #Rishi as he's teetotal. Hope #Liz remembers Boris downfall. It's a place of work not party central. #soberoctober",4,yes,4,4,4
@Jeremy_Hunt @RishiSunak Isn't that your job? 🤔,3,yes,3,3,3
"@ShashiTharoor @RishiSunak In India, cases of hate speeches increased tremendously, whether its Ex-Pm or present one. We should respect the elected highest official in Indian Democracy.",3,yes,3,3,3
@NicolaSturgeon @RishiSunak They're all #ToryCriminals They have zero mandate. We demand a #GeneralElectionNow,3,yes,3,3,3
"@Conservatives @RishiSunak ""Elected""?",3,yes,3,3,3
@ShashiTharoor @RishiSunak We had our first prime minister itself from minority community......we have proved in 1947 only....,3,yes,3,3,3
@RishiSunak Congratulations sir,4,yes,4,4,4
"@trussliz @RishiSunak Isn't it time to say ""yes Syria is my country"" for a more livable world? Isn't it time to put a stop to this tragedy?",1,no,1,1,1
@ArvindKejriwal @RishiSunak Good,4,yes,4,4,4
"@Jacob_Rees_Mogg @RishiSunak A false witness will not go unpunished, and he who tells lies will perish (Prov. 19:9).",2,no,2,2,2
"After the strained friendships and raised tempers with Boris Johnson and Liz Truss, the Irish Government is hopeful that better Anglo-Irish relations can be restored with the administration soon to be led by new prime minister Rishi Sunak.",5,yes,5,5,5
"@FriedrichPieter @RishiSunak It might be interesting. He comes from Tory, a conservative party. Both RW. Conservativeness pretends nationalism for conserving purposes &amp; white nationalism is at loggerhead with coloured nationalism.",5,yes,5,5,5
"@LakshyaGulati @RishiSunak He didn't win, Liz Trauss won, he forced her to resign, bcs he has a lot of money. God knows where did he get all this money, possibly he stole it when he was the chancellor of economics",2,no,2,2,2
@JuliaHB1 @RishiSunak Sunak got us in this mess in the first place!!!!!,1,no,1,1,1
Rip uk.i wish you luck #RishiSunak,5,yes,5,5,5
@JohnRos53164597 @Conservatives @RishiSunak No thanks,2,no,2,2,2
@grantshapps @RishiSunak Husband &amp; I resigned from the party today. The way members have been treated in this debacle is the reason for that plus I will NEVER support a backstabber like Sunak. NO-ONE has voted for him therefore he has no mandate to lead the party /country. I feel utter contempt for MPs.,2,no,2,2,2
@RishiSunak @RishiSunak I have every confidence that you are the most able and qualified person to navigate the country through the choppy waters that lie ahead and hope that you can assemble an equally competent and like minded cabinet to support your efforts and unite the party.,5,yes,5,5,5
"@Conservatives @RishiSunak Only he wasn't elected, was he?",3,yes,3,3,3
@Jacob_Rees_Mogg @RishiSunak No return quietly into the backbenches and then the wilderness,2,no,2,2,2
"@JakeBerry @RishiSunak Think you’re living in cloud cuckoo land,  total wipeout at next  GE awaits you lot 😡😡😡",3,yes,3,3,3
"@Conservatives @RishiSunak Of course only Tory MPs  had a vote. Tories’ 2019 manifesto didn’t state they would be cutting back on democracy, but that’s what they are doing.",3,yes,3,3,3
"@LBC 
@trussliz  is a millionaire, but she didn't moan about Liz Truss wealth, but Linda is complaining about @RishiSunak wealth.
#interesting",5,yes,5,5,5
"@Grogu_21 @yorkspride @RishiSunak I am now, he has no mandate, I voted for Boris not that backstabbing plotting Judas 
We now need UKIP, so we need a GE",2,no,2,2,2
@RishiSunak Congratulations to the Man Who Should Have Been #RishiSunak,4,yes,4,4,4
@Conservatives @RishiSunak Elected? Did the UK have an election and nobody heard about it?,3,yes,3,3,3
"@CharlieFlanagan @RishiSunak Charlie the tan man licking boots, waiting/ wanting to become a lord no doubt. Tories are in trouble, wont be too long before FG is too.",3,yes,3,3,3
@IainDale @RishiSunak @PennyMordaunt What a condescending tweet.,3,yes,3,3,3
"If i had a penny for every time i heard someone say “they’re making the rich richer, and the poor poorer” while refering to the state of UK politics, then coincidentally I too would get richer while the people got poorer #RishiSunak #UKPolitics #Theyrenotwrongtho",5,yes,5,5,5
@Douglas4Moray @RishiSunak Blowin in the wind (as per),3,yes,3,3,3
@Conservatives @RishiSunak The implosion of the @Conservatives continues. The #Conservatives are not fit to govern this country. #GeneralElectionN0W,2,no,2,2,2
People who are celebrating on Rishi Sunak becoming the PM of Britain are the same who used to oppose a lady of different origin to become India's PM. If one can celebrate diversity then why can't accept and regulate diversity as well?,5,yes,5,5,5
